url,ai_label,views,likes,comments,shares,hashtags,publishedAt,creatorname,country,platform
https://www.tiktok.com/@hoga.hak/video/7634982698980773142,1,347400,7462,310,345,"['#Früchte', '#Obst', '#orange', '#Beziehung']",2026-05-01 20:01:35,@hoga.hak,DE,tiktok
https://www.tiktok.com/@tatjana5384/video/7623991922088021280,1,4371,71,15,96,"['#ostern', '#osterhase', '#CapCut', '#capcutvorlage']",2026-04-02 05:03:20,@tatjana5384,DE,tiktok
https://www.tiktok.com/@alinaderi1391/video/7618551865906695446,1,681600,1911,46,2103,"['#tiktokshop', '#tiktokmademebuylt', '#diy', '#tools', '#clean']",2026-03-18 14:30:00,@alinaderi1391,DE,tiktok
https://www.tiktok.com/@dailylabs.fr/video/7616431713400442134,1,465300,5675,232,283,"['#michaeljackson', '#mj', '#thriller', '#pop', '#ai']",2026-03-12 19:05:04,@dailylabs.fr,DE,tiktok
https://www.tiktok.com/@onlycutecritters/video/7535020194423442690,1,111800,616,27,1534,"['#fyp', '#cutecritters', '#cuteanimals', '#igel', '#birthday', '#geburtstag']",2025-08-05 10:46:49,@onlycutecritters,DE,tiktok
https://www.tiktok.com/@veteri478/video/7564719958979087671,1,65400,492,74,526,"['#67', '#sixseven', '#girlmom', '#kidsclothes', '#thirt']",2025-10-24 11:39:15,@veteri478,DE,tiktok
https://www.tiktok.com/@kylian_mbappe6984/video/7604937149217279239,1,166600,10500,321,1252,"['#mbappe', '#fottball', '#viraltiktok', '#fyp', '#تصميم_فيديوهات']",2026-02-09 19:40:20,@kylian_mbappe6984,DE,tiktok
https://www.tiktok.com/@2w5wd/video/7622025120776768801,1,31100,499,18,646,"['#osterhase', '#ostern', '#bunteeier', '#tiktokdeutsch', '#viralvideo']",2026-03-27 20:50:20,@2w5wd,DE,tiktok
https://www.tiktok.com/@fruchtestorysai1/video/7633066726313250070,1,89000,1448,51,577,"['#ki', '#früchte']",2026-04-26 15:57:24,@fruchtestorysai1,DE,tiktok
https://www.tiktok.com/@reelvortex67/video/7629021672762395926,1,235400,6017,168,6421,"['#hounddog', '#meme', '#elvispresley', '#brainrot', '#song']",2026-04-15 18:20:32,@reelvortex67,DE,tiktok
https://www.tiktok.com/@lifestyle.fakten/video/7603107209161067798,1,340100,5969,132,7361,"['#humor', '#ki', '#tippsundtricks', '#lustigeclips', '#faktenvideo']",2026-02-04 21:19:09,@lifestyle.fakten,DE,tiktok
https://www.tiktok.com/@planetpigs/video/7633716802970766613,1,283300,7241,363,11300,"['#67', '#sixseven', '#funny', '#trending', '#fyppppppppppppppppppppppp']",2026-04-28 10:00:04,@planetpigs,DE,tiktok
https://www.tiktok.com/@areatecnicamx/video/7575333243617086728,1,246800,5681,86,334,"['#futbol', '#lamineyamal', '#barcelona', '#realmadrid', '#españa']",2025-11-22 01:02:03,@areatecnicamx,DE,tiktok
https://www.tiktok.com/@arminprobiert/video/7539474810464865558,1,2500000,64400,386,34600,"['#ki', '#viral', '#arminprobiert', '#deutsch', '#babytiktok']",2025-08-17 10:53:01,@arminprobiert,DE,tiktok
https://www.tiktok.com/@pegugbfxqeh/video/7626050392874405153,1,24100,35,2,11,"['#FrühjahrsDeals', '#TikTokTrend', '#fürdich', '#garden', '#fpy']",2026-04-07 18:58:00,@pegugbfxqeh,DE,tiktok
https://www.tiktok.com/@georgigregorium/video/7631876817745415457,1,13100,166,34,58,"['#focus', '#chatgpt', '#mtb', '#clean', '#trend']",2026-04-23 11:00:03,@georgigregorium,DE,tiktok
https://www.tiktok.com/@pixelartistin/video/7633838565243342102,1,86500,3697,208,1972,"['#hope', '#timmy', '#buckelwal', '#poel', '#ostsee', '#wal', '#wismarerbucht', '#cat', '#dog', '#aicat']",2026-04-28 17:52:52,@pixelartistin,DE,tiktok
https://www.tiktok.com/@ai.meister2/video/7597785597457124611,1,19200,143,1,103,"['#ki', '#essen', '#Lebensmittel', '#Zwiebel']",2026-01-21 13:08:36,@ai.meister2,DE,tiktok
https://www.tiktok.com/@qian.fan5/video/7625162854638914824,1,193300,20900,318,3593,"['#gugugaga', '#endfield', '#arknightsendfield', '#cute', '#keepfit']",2026-04-05 08:46:21,@qian.fan5,DE,tiktok
https://www.tiktok.com/@tonys.pizza.muc/video/7494583140602645782,1,441500,14900,320,7332,"['#FroheOstern', '#TonysPizza', '#Ostergruß', '#PizzaLover', '#Ostern', '#happyeaster', '#easterbunny', '#fyp', '#bunny']",2025-04-18 11:30:20,@tonys.pizza.muc,DE,tiktok
https://www.tiktok.com/@kiexperte3/video/7637013714096393505,1,417,38,2,0,"['#urlaub', '#früchte', '#aistory', '#fyp', '#mindblown']",2026-05-07 07:13:52,@kiexperte3,DE,tiktok
https://www.tiktok.com/@farley.todd/video/7634503704544120096,1,3821,17,2,1,"['#tiktokshopping', '#tiktokmademebuylt', '#tiktokshop']",2026-05-01 11:36:00,@farley.todd,DE,tiktok
https://www.tiktok.com/@user243722714823/video/7600234419231739158,1,10800,109,10,16,"['#Comedy', '#Deutschland', '#Beziehung', '#Humor', '#KI']",2026-01-28 03:31:56,@user243722714823,DE,tiktok
https://www.tiktok.com/@norgeronny/video/7636133536549883168,1,1850,169,39,85,"['#CapCut', '#leipzig', '#trauer', '#emotinal', '#fürdich']",2026-05-04 22:18:12,@norgeronny,DE,tiktok
https://www.tiktok.com/@paid_ads188/video/7517281541479795990,1,8624,2221,1480,1281,"['#communityfest2025', '#explore', '#perfect', '#paidpartnership']",2025-06-18 15:31:44,@paid_ads188,DE,tiktok
https://www.tiktok.com/@fun...art6/video/7578449443780070679,1,19500,96,22,63,"['#Funn', '#KI', '#lustigevideos', '#chiropractic']",2025-11-30 10:34:30,@fun...art6,DE,tiktok
https://www.tiktok.com/@oli_scoot__/video/7635817272082222368,1,22500,875,0,531,['#supermoto'],2026-05-04 01:51:14,@oli_scoot__,DE,tiktok
https://www.tiktok.com/@demonium.ai/video/7495770289024847126,1,7490,73,19,87,"['#LapinDePâques', '#ai', '#fyp', '#PâquesSombre', '#Terrifiant', '#HorreurTikTok', '#FrenchHorror', '#DarkEaster', '#foryou', '#OsterhaseMaudit', '#animation', '#GermanHorror', '#PâquesHorreur', '#TikTokHorreur', '#LapinMaléfique', '#PysankaCursed', '#UkrainianHorror', '#PâquesNoire', '#HorreurTikTok', '#EasterNightmare', '#JapaneseHorror', '#DarkEaster', '#PâquesJapon', '#Frankywave', '#CauchemarTikTok', '#SuisseHorreur', '#PâquesMaudit', '#TikTokHorreur', '#EasterFromHell', '#DemoniumAI']",2025-04-21 16:17:04,@demonium.ai,DE,tiktok
https://www.tiktok.com/@amlaila12/video/7637187118808288532,1,524,52,21,3,"['#هفضل_كل_مرة_أجيلك', '#الشعب_الصيني_ماله_حل', '#مشاهير_تيك_توك', '#مشاهدات']",2026-05-07 18:26:40,@amlaila12,DE,tiktok
https://www.tiktok.com/@ki_videos_18/video/7628328294739397920,1,601,15,0,1,"['#diamanten', '#ki', '#Familie', '#viral']",2026-04-13 21:30:02,@ki_videos_18,DE,tiktok
https://www.tiktok.com/@fernandomendezveg7/video/7630151148430691591,1,245500,6394,145,3807,"['#pibbledance', '#IA', '#Meme', '#2026', '#CapCut']",2026-04-18 19:23:27,@fernandomendezveg7,DE,tiktok
https://www.tiktok.com/@vshligeu7ix/video/7624497921236503830,1,783800,1767,38,1110,"['#UK', '#weeder', '#gardening', '#gardentok', '#tiktokmademebuyit']",2026-04-03 16:55:00,@vshligeu7ix,DE,tiktok
https://www.tiktok.com/@vikizak11/video/7633632135835913504,1,1414,3,2,0,"['#TikTokShop', '#dealsfurdich', '#fyp']",2026-04-28 04:32:34,@vikizak11,DE,tiktok
https://www.tiktok.com/@ai_bs_girls/video/7611540197662051605,1,323200,3875,181,833,"['#brawlstars', '#ブロスタ', '#シリウス', '#チャーリー', '#brawlstarstiktok']",2026-02-27 14:43:29,@ai_bs_girls,DE,tiktok
https://www.tiktok.com/@vibenexmotion/video/7624497450178317590,1,403800,7386,143,19100,"['#kids', '#Kinderlieder', '#Ostern', '#Ki', '#Froheostern']",2026-04-03 13:44:31,@vibenexmotion,DE,tiktok
https://www.tiktok.com/@genclipz_daily/video/7526649481178189078,1,954800,30100,247,4820,"['#ai', '#neymar', '#veo3', '#dream', '#worldcup']",2025-07-13 21:24:07,@genclipz_daily,DE,tiktok
https://www.tiktok.com/@p9cs1fltj492gz/video/7621842148698361090,1,380600,707,32,592,"['#windowcleaner', '#tiktokmademebuylt', '#foryoupage', '#tiktokshop']",2026-03-27 09:00:28,@p9cs1fltj492gz,DE,tiktok
https://www.tiktok.com/@c1344632dyf/video/7622779417785322785,1,69400,643,30,253,"['#ki', '#früchte']",2026-03-29 22:37:23,@c1344632dyf,DE,tiktok
https://www.tiktok.com/@szenario.x0/video/7637127127606856993,1,4693,142,2,5,"['#früchte', '#fürdich', '#lustig', '#gewohnheiten']",2026-05-07 14:33:50,@szenario.x0,DE,tiktok
https://www.tiktok.com/@celebrity.nun/video/7463105356206460182,1,804,280,6,0,"['#Congelar', '#CapCut', '#celebritynun', '#Maria', '#God', '#fyp', '#goviral', '#views', '#viral', '#onemillion', '#friends', '#yppppppppppppppppppppppp', '#goworldwide', '#gotrending', '#gotiktok', '#world', '#flypシ']",2025-01-23 14:40:27,@celebrity.nun,DE,tiktok
https://www.tiktok.com/@ai.video.ki/video/7627131931775356193,1,1110,48,5,17,"['#ki', '#ai', '#fy', '#fyp', '#viral']",2026-04-10 16:07:25,@ai.video.ki,DE,tiktok
https://www.tiktok.com/@ceal9wnvn2/video/7632622688275582240,1,44700,140,2,25,"['#FrühjahrsDeals', '#dealsfürdich', '#tiktokmademebuylt', '#DealsForYou', '#tiktokshop']",2026-04-26 12:43:00,@ceal9wnvn2,DE,tiktok
https://www.tiktok.com/@lutsch.baer/video/7527256844423777558,1,1300000,100800,1024,37000,"['#comedy', '#lustig', '#ki', '#sketch', '#viral', '#Humor', '#meme', '#funny', '#deutsch', '#german']",2025-07-15 12:41:03,@lutsch.baer,DE,tiktok
https://www.tiktok.com/@richtigklassede/video/7626436927150968096,1,298200,6329,1367,5484,"['#Ostern', '#lea', '#Osterhase', '#osterlied', '#fürdich']",2026-04-08 19:10:22,@richtigklassede,DE,tiktok
https://www.tiktok.com/@gugugagakukukakaaaa/video/7618081476453600532,1,137000,5395,91,355,"['#gugugaga', '#endmin', '#anime', '#endfield', '#fyppppppppppppppppppppppp']",2026-03-17 05:47:03,@gugugagakukukakaaaa,DE,tiktok
https://www.tiktok.com/@naturunddu/video/7592644064428690721,1,121000,77,2,2,"['#klamotten', '#outfit', '#leggingsoftiktok', '#slay', '#foryou']",2026-01-07 16:36:52,@naturunddu,DE,tiktok
https://www.tiktok.com/@qian.fan5/video/7616956990593568008,1,481800,9645,369,719,"['#gugugaga', '#endfield', '#arknightsendfield', '#cute']",2026-03-14 05:03:29,@qian.fan5,DE,tiktok
https://www.tiktok.com/@derkityp.de/video/7568777755383401750,1,361100,3167,200,887,"['#ki', '#lustigevideos', '#lustig', '#viral', '#deutsch']",2025-11-04 09:03:24,@derkityp.de,DE,tiktok
https://www.tiktok.com/@tombyaiartist/video/7591574460088503574,1,18600,732,42,181,"['#RBLeipzig', '#Bundesliga', '#Fussball', '#BabyKommentator', '#fyp']",2026-01-04 19:26:13,@tombyaiartist,DE,tiktok
https://www.tiktok.com/@iconic_football_face/video/7635020575697571094,1,238200,4950,123,221,"['#lamineyamal', '#injury', '#injured', '#fyp', '#QuickRecovery']",2026-05-01 22:19:19,@iconic_football_face,DE,tiktok
https://www.tiktok.com/@chill.feedz/video/7533691176738770198,1,228500,5529,70,755,"['#asmr', '#satisfyingvideos', '#satisfyingsounds', '#trends', '#asmrsounds', '#ki', '#fyp']",2025-08-01 20:49:29,@chill.feedz,DE,tiktok
https://www.tiktok.com/@gambibs1/video/7627774645386661153,1,130500,3335,115,1045,"['#früchte', '#kifrüchte']",2026-04-12 09:41:31,@gambibs1,DE,tiktok
https://www.tiktok.com/@deepdreamclips/video/7634274867436670241,1,8105,230,3,17,"['#fypシ', '#fürdich', '#KI', '#story', '#Früchte']",2026-04-29 22:05:36,@deepdreamclips,DE,tiktok
https://www.tiktok.com/@paid_ads188/video/7531866574559513878,1,41200,8079,4514,3219,"['#creatorsearchinsights', '#paidpartnership', '#paidads', '#paris', '#france', '#toutlemonde']",2025-07-27 22:49:07,@paid_ads188,DE,tiktok
https://www.tiktok.com/@peppapiai/video/7623118624244452640,1,4525,124,9,97,"['#lustig', '#KI', '#fyp', '#viral', '#deutsch']",2026-03-30 20:33:41,@peppapiai,DE,tiktok
https://www.tiktok.com/@gringa11939/video/7617947133982903574,1,903000,57500,1675,106300,"['#früchte', '#gewohnheiten']",2026-03-16 21:05:38,@gringa11939,DE,tiktok
https://www.tiktok.com/@yetiultra/video/7635630453843660064,1,22900,441,45,143,"['#bvb', '#bundesliga', '#schalke', '#zwergenliebe']",2026-05-03 13:46:00,@yetiultra,DE,tiktok
https://www.tiktok.com/@trickkistede1/video/7633502867747376416,1,160900,6830,229,3458,"['#animation', '#ki', '#lustigesvideo', '#Bundesliga', '#fcbayern']",2026-04-27 20:09:52,@trickkistede1,DE,tiktok
https://www.tiktok.com/@fruitsserie6/video/7636493823878778145,1,377400,32200,522,2706,"['#kifrüchte', '#früchte', '#ki', '#drama', '#fy']",2026-05-05 21:36:19,@fruitsserie6,DE,tiktok
https://www.tiktok.com/@animeki61/video/7597574133316177184,1,10400,694,126,15,"['#ki', '#fy', '#avatar', '#anime', '#fyp']",2026-01-20 23:28:22,@animeki61,DE,tiktok
https://www.tiktok.com/@ki.memes77/video/7549604321793461526,1,362900,6277,148,1722,"['#ki', '#viralreels']",2025-09-13 18:00:38,@ki.memes77,DE,tiktok
https://www.tiktok.com/@prokendol112/video/7524453257268186376,1,160900,2262,44,1934,"['#ананас', '#легенда', '#скебоб', '#ананасоваялегенда', '#птица', '#зацепер', '#горит', '#мем', '#братишкин', '#черная', '#дыра', '#black', '#hole', '#fire', '#mem', '#42']",2025-07-07 23:21:44,@prokendol112,DE,tiktok
https://www.tiktok.com/@oneminlore/video/7634152214805646594,1,7510,187,10,15,"['#kifrüchte', '#früchte', '#ki', '#gewohnheiten', '#lustig']",2026-04-29 14:09:41,@oneminlore,DE,tiktok
https://www.tiktok.com/@baby.weisheiten/video/7539195484632599830,1,1500000,49300,238,25200,"['#KI', '#AI', '#funny', '#baby', '#viral']",2025-08-16 16:49:02,@baby.weisheiten,DE,tiktok
https://www.tiktok.com/@lenny__legend/video/7631293277702016289,1,3900000,63700,1966,29700,"['#fy', '#ostsee', '#hope', '#wal', '#lkw']",2026-04-21 21:15:31,@lenny__legend,DE,tiktok
https://www.tiktok.com/@aleximjll3a/video/7436225161189281079,1,5300000,63200,416,9465,"['#meme', '#goofyahhhh', '#ifyourreadingthisstfu']",2024-11-12 04:11:46,@aleximjll3a,DE,tiktok
https://www.tiktok.com/@gearv11/video/7636900556216274198,1,1295,70,14,2,"['#Gugugaga', '#bully', '#Chibi', '#penguin', '#endfield']",2026-05-06 23:54:45,@gearv11,DE,tiktok
https://www.tiktok.com/@joke0core/video/7560020949890862358,1,9398,239,2,73,"['#ki', '#tiktokdeutsch', '#trending', '#foryou']",2025-10-11 19:42:27,@joke0core,DE,tiktok
https://www.tiktok.com/@wunschlinge/video/7606308516583853334,1,255100,4292,272,12000,"['#allesgute', '#geburtstag', '#happybirthday', '#congratulation', '#friday13']",2026-02-13 12:21:55,@wunschlinge,DE,tiktok
https://www.tiktok.com/@g4motion3/video/7636210288311766293,1,18600,1339,26,159,"['#viral', '#fyp', '#kurkirin', '#escooter', '#AI']",2026-05-05 03:16:03,@g4motion3,DE,tiktok
https://www.tiktok.com/@winetempress/video/7637180228023897375,1,1431,74,6,1,"['#winetempress', '#Endfield', '#arknightsendfield', '#arknights']",2026-05-07 17:59:58,@winetempress,DE,tiktok
https://www.tiktok.com/@aichibihater/video/7636864613702716703,1,4309,200,26,11,"['#ai', '#chibi', '#aichibi', '#gugugaga', '#endmin', '#fyp', '#recommended', '#bullying', '#gacha', '#recommend', '#recommendations', '#rec', '#foryoupage', '#bully', '#arknights', '#endfield', '#arknightsendfield']",2026-05-06 21:35:20,@aichibihater,DE,tiktok
https://www.tiktok.com/@sttk68680300/video/7637114447349173526,1,119,1,0,0,"['#ki', '#tiktokmademebuylt', '#tiktokshop', '#fypppppppppppppp', '#fyp']",2026-05-07 18:10:00,@sttk68680300,DE,tiktok
https://www.tiktok.com/@richtigklassede/video/7630054583854779680,1,144400,2599,383,4221,"['#Ostern', '#luis', '#louis', '#Osterhase', '#fürdich']",2026-04-18 13:08:47,@richtigklassede,DE,tiktok
https://www.tiktok.com/@crymeapigeon/video/7500684262258134294,1,5700000,417400,10500,293800,"['#pigeon', '#cristianoronaldo', '#cristiano', '#ronaldo', '#siuuuu', '#goat', '#dwaynejohnson', '#brainrot', '#ai', '#emotional', '#memestiktok', '#viral_video', '#foryoupage', '#funnymemes', '#laugh', '#fyp']",2025-05-06 06:00:00,@crymeapigeon,DE,tiktok
https://www.tiktok.com/@mrwhna370/video/7617407308246568199,1,19800,218,11,48,"['#مصر', '#مصر_السعوديه_العراق_فلسطين', '#مشاهير_تيك_توك_مشاهير_العرب', '#مالي_خلق_احط_هاشتاقات', '#مشاهير_تيك_توك']",2026-03-15 10:10:55,@mrwhna370,DE,tiktok
https://www.tiktok.com/@camilaindica2/video/7494343263772560695,1,39100000,2200000,11300,254800,"['#superbike', '#viral_video', '#motorcycle']",2025-04-17 19:59:30,@camilaindica2,DE,tiktok
https://www.tiktok.com/@ki.frchte.storys/video/7622605196006264096,1,36800,417,23,84,"['#ki', '#früchte', '#kifrüchte', '#fremdgehen']",2026-03-29 11:21:21,@ki.frchte.storys,DE,tiktok
https://www.tiktok.com/@ki.memes77/video/7551217638924438806,1,1100000,26100,277,24600,"['#fyp', '#ki', '#viral', '#humor', '#lustig']",2025-09-18 02:21:32,@ki.memes77,DE,tiktok
https://www.tiktok.com/@insidehealthlab4/video/7636109253245144342,1,3162,40,10,28,"['#cortisol', '#stresshormone', '#bellyfat', '#weightgain', '#hormonalimbalance']",2026-05-04 20:43:57,@insidehealthlab4,DE,tiktok
https://www.tiktok.com/@2w5wd/video/7624425954600914208,1,736500,8616,221,34900,"['#FroheOstern', '#Osterhase', '#Ostern', '#TikTokDeutschland', '#FunnyVideo']",2026-04-03 09:06:57,@2w5wd,DE,tiktok
https://www.tiktok.com/@jotahotger01/video/7635398389835861270,1,350700,15800,59,666,"['#Früchte', '#apfel', '#untreu', '#Fruchtdrama']",2026-05-02 22:48:08,@jotahotger01,DE,tiktok
https://www.tiktok.com/@mnijulhlsty/video/7592620963452226837,1,19700,133,22,19,"['#JUNGKOOK', '#CHANEL', '#ELLEkorea', '#AI']",2026-01-07 15:07:15,@mnijulhlsty,DE,tiktok
https://www.tiktok.com/@neuralvibes668/video/7601093597727051011,1,69300,2101,43,728,"['#ki', '#viral', '#früchte']",2026-01-30 11:05:21,@neuralvibes668,DE,tiktok
https://www.tiktok.com/@alengugugaga/video/7636729367535619348,1,5233,860,26,84,"['#arknightsendfield', '#endfield', '#gugugaga', '#penguin']",2026-05-06 12:50:23,@alengugugaga,DE,tiktok
https://www.tiktok.com/@hitarena_official/video/7493463078743379222,1,430100,7499,214,12000,"['#lustigevideos', '#fürdich', '#kaffee', '#feierabend', '#ai', '#dienstag', '#goodvibes', '#tiktokdeutschland']",2025-04-15 11:03:58,@hitarena_official,DE,tiktok
https://www.tiktok.com/@simone_0607/video/7627576972276796704,1,165800,6459,1038,10900,"['#hope', '#buckelwal', '#rettung', '#ostsee', '#freiheitfürhope']",2026-04-11 20:54:20,@simone_0607,DE,tiktok
https://www.tiktok.com/@winetempress/video/7636426990966426910,1,6726,870,39,19,"['#winetempress', '#Endfield', '#arknightsendfield', '#arknights']",2026-05-05 17:17:20,@winetempress,DE,tiktok
https://www.tiktok.com/@throwflix/video/7633479723858939166,1,6700000,144300,1281,9831,"['#MichaelJackson', '#Michael', '#Vitiligo', '#KingOfPop', '#Moonwalker']",2026-04-27 18:40:24,@throwflix,DE,tiktok
https://www.tiktok.com/@mrwhna370/video/7615527466597109010,1,16800,256,7,10,"['#مصر', '#مشاهير_تيك_توك_مشاهير_العرب', '#مصر_السعوديه_العراق_فلسطين', '#مشاهير_تيك_توك', '#مالي_خلق_احط_هاشتاقات']",2026-03-10 08:36:12,@mrwhna370,DE,tiktok
https://www.tiktok.com/@christopher_r._/video/7583763108766780694,1,13600,170,11,171,"['#ki', '#katze', '#cat']",2025-12-14 18:14:12,@christopher_r._,DE,tiktok
https://www.tiktok.com/@paidpartnershipgarmany/video/7514573221132373270,1,92600,14400,8027,9841,"['#creatorsearchinsights', '#PartenariatPayant', '#CollaborationRémunérée', '#PublicitéTikTok', '#Sponsorisé', '#ContenuSponsorisé', '#MarquePartenaire', '#Ad', '#PaidPartnership', '#CollaborationCommerciale', '#InfluenceurPublicité', '#Affiliation', '#CampagnePublicitaire', '#PromotionMarque', '#MarketingInfluence', '#TikTokPartenariat', '#TikTokFrance', '#parati', '#2025', '#piadas', '#PartenariatRémunéré']",2025-06-11 08:22:10,@paidpartnershipgarmany,DE,tiktok
https://www.tiktok.com/@obsqria/video/7633397165179604246,1,87000,7168,170,452,"['#biker', '#maledancer', '#bikerboy', '#rider', '#bikertok']",2026-04-27 13:19:44,@obsqria,DE,tiktok
